engine_capacity_cc,fuel_category,owner_count,car_brand,transmission_type,exterior_color,fuel_efficiency_kmpl
4000,Petrol,2,Toyota,Automatic,Silver,13.47373419
4000,Electric,1,Volkswagen,Automatic,Gray,10.65123097
2000,Diesel,2,Tesla,Manual,Black,20.57587328
2000,Petrol,1,Honda,Automatic,Red,14.50966944
2000,Petrol,3,Volkswagen,Automatic,Black,10.87426651
2500,Electric,3,Nissan,Automatic,Silver,20.58181887
1800,Diesel,4,Hyundai,Manual,White,31.83865063
3000,Petrol,2,Volkswagen,Automatic,Red,15.70711131
1000,Diesel,5,Hyundai,Automatic,Black,14.19336154
1200,Electric,5,Nissan,Automatic,Gray,24.91832494
1500,Diesel,5,Volkswagen,Manual,Black,20.82288249
1200,Electric,4,Ford,Manual,Blue,22.99788193
2000,Electric,5,Tesla,Manual,Black,22.87481665
2000,Electric,3,Ford,Automatic,Black,14.28777843
2500,Petrol,1,Chevrolet,Automatic,Blue,20.57884512
800,Petrol,3,Kia,Manual,Gray,27.78587028
1200,Diesel,3,Chevrolet,Automatic,Silver,21.36788108
2000,Diesel,1,BMW,Manual,Blue,18.4840228
4000,Petrol,3,Chevrolet,Manual,Red,10.74993264
5000,Diesel,4,Honda,Automatic,Blue,16.35767118
4000,Diesel,1,Volkswagen,Automatic,Red,12.32722688
2500,Electric,3,Hyundai,Automatic,Gray,18.16829294
4000,Electric,3,Kia,Automatic,White,19.79938645
2500,Electric,3,Hyundai,Automatic,Gray,11.16360847
4000,Petrol,5,BMW,Manual,Black,21.30141106
800,Electric,4,Chevrolet,Manual,Silver,21.22465046
1000,Diesel,1,Honda,Manual,Gray,26.63746479
1000,Petrol,5,BMW,Automatic,Silver,21.04884755
2500,Diesel,3,Toyota,Manual,White,16.98805285
1500,Petrol,4,Toyota,Manual,White,14.12749
1000,Electric,4,BMW,Automatic,Silver,17.64460586
2000,Electric,1,Toyota,Automatic,Blue,11.91299244
5000,Diesel,1,Toyota,Automatic,Blue,25.4746389
1000,Petrol,5,Toyota,Manual,Silver,20.32712599
1800,Diesel,1,BMW,Automatic,Silver,23.38068976
4000,Petrol,3,Hyundai,Automatic,Blue,13.4013834
1500,Diesel,1,Hyundai,Automatic,Silver,20.53859606
2000,Petrol,4,Hyundai,Automatic,Gray,19.96596448
5000,Petrol,3,Honda,Automatic,Black,19.02662272
4000,Diesel,1,Honda,Automatic,Silver,20.58553625
800,Diesel,2,Honda,Automatic,Blue,16.26533766
1500,Petrol,3,BMW,Automatic,Blue,15.84636615
1200,Diesel,2,Toyota,Manual,Red,16.5407077
2000,Electric,1,BMW,Automatic,White,24.85339559
4000,Electric,4,Ford,Manual,Black,15.42660815
2000,Diesel,3,Ford,Automatic,Blue,18.0993961
2000,Electric,4,Ford,Manual,Black,19.62325221
1800,Electric,3,BMW,Manual,Gray,12.80393723
3000,Petrol,2,Kia,Manual,White,24.71474597
2500,Electric,5,BMW,Automatic,Silver,13.92351353
1000,Electric,2,Kia,Automatic,Gray,17.02927333
1500,Electric,3,BMW,Automatic,Gray,16.25880652
4000,Electric,1,Hyundai,Manual,White,23.47727486
3000,Electric,5,Toyota,Automatic,Gray,24.2047507
2500,Electric,4,Kia,Manual,Blue,18.40010144
5000,Electric,4,Ford,Automatic,Blue,16.29411454
1200,Petrol,5,Chevrolet,Automatic,White,15.26713729
1500,Electric,2,Ford,Manual,Silver,23.9849088
5000,Diesel,1,Volkswagen,Automatic,Black,3.662045268
1800,Electric,4,Honda,Automatic,Blue,10.77836982
5000,Petrol,1,Volkswagen,Manual,Black,14.74288628
1500,Diesel,1,Kia,Manual,Red,26.79318839
800,Diesel,2,Tesla,Automatic,Black,17.46151044
800,Petrol,4,Tesla,Automatic,Blue,15.09791153
2500,Diesel,2,Honda,Automatic,Gray,14.89016239
4000,Petrol,5,Nissan,Automatic,Red,19.11300739
1800,Diesel,3,Tesla,Manual,Gray,8.108983254
1000,Electric,3,Nissan,Automatic,White,17.71818593
1000,Diesel,2,Kia,Manual,Black,17.32732738
1500,Electric,2,Kia,Manual,Red,8.696334985
2000,Electric,1,Honda,Automatic,White,12.6623345
3000,Petrol,4,Volkswagen,Manual,Black,18.51061923
1000,Electric,5,Volkswagen,Manual,Red,8.471742363
1000,Electric,3,Kia,Manual,White,16.06581346
3000,Petrol,5,Tesla,Manual,Silver,24.47630734
1800,Petrol,4,Kia,Automatic,Blue,22.38364874
1200,Electric,1,Hyundai,Automatic,Silver,16.88681686
1200,Petrol,1,Kia,Manual,White,13.89306712
4000,Petrol,3,Ford,Manual,Black,21.90827099
3000,Petrol,4,Kia,Manual,Blue,10.90293477
2000,Petrol,2,Tesla,Automatic,Silver,20.69678783
800,Electric,3,Kia,Automatic,Silver,13.3933246
2500,Electric,5,Toyota,Manual,Gray,14.88402479
4000,Petrol,4,BMW,Automatic,Gray,18.38198989
3000,Diesel,2,Honda,Automatic,Black,14.75772577
4000,Electric,4,Nissan,Manual,Silver,25.35212006
1200,Petrol,1,Nissan,Manual,White,20.68909209
3000,Petrol,1,Hyundai,Automatic,Blue,19.50801064
1000,Petrol,4,Hyundai,Manual,Black,17.51511237
800,Petrol,5,Chevrolet,Automatic,Blue,10.78326248
1000,Diesel,4,Hyundai,Manual,Silver,4.121791958
2500,Diesel,2,Tesla,Automatic,Gray,14.72548656
1200,Diesel,4,Nissan,Automatic,Gray,11.20325095
5000,Electric,5,Hyundai,Manual,White,22.0086358
800,Diesel,3,Chevrolet,Manual,White,20.39038865
2000,Diesel,2,Kia,Manual,Silver,29.47156365
800,Electric,5,BMW,Automatic,Silver,5.67249303
2500,Diesel,2,BMW,Automatic,White,18.02938088
4000,Diesel,1,Tesla,Automatic,Red,15.27228166
800,Petrol,4,Nissan,Automatic,Black,15.17086392
3000,Electric,2,Ford,Automatic,Gray,23.29504316
800,Petrol,5,Ford,Automatic,Silver,21.08893051
2500,Electric,1,Hyundai,Manual,Red,22.46780941
1800,Petrol,2,Tesla,Manual,Blue,11.28475949
3000,Petrol,2,Toyota,Manual,Gray,16.02448471
1800,Electric,4,Kia,Manual,Gray,22.28036054
800,Diesel,4,BMW,Automatic,White,15.21452569
1800,Petrol,1,Honda,Automatic,White,19.17133629
800,Electric,5,Ford,Manual,Gray,9.944265225
3000,Electric,4,Chevrolet,Manual,Gray,14.32420888
4000,Diesel,3,Kia,Manual,Black,18.17808563
1800,Petrol,3,Tesla,Manual,Blue,19.04369283
800,Diesel,4,Nissan,Manual,Red,23.75621818
3000,Petrol,5,Tesla,Automatic,Blue,19.602975
4000,Petrol,5,BMW,Automatic,Gray,23.90996413
5000,Petrol,3,Nissan,Automatic,Silver,13.43979502
5000,Petrol,5,Hyundai,Manual,White,24.64859215
2000,Electric,2,Toyota,Automatic,Blue,27.53668882
5000,Petrol,1,BMW,Automatic,White,22.17298183
800,Diesel,2,Nissan,Manual,Red,11.41934692
1500,Petrol,2,BMW,Manual,Blue,19.00554383
1800,Petrol,3,Nissan,Automatic,White,17.86425933
5000,Electric,2,Tesla,Manual,White,22.49533843
5000,Electric,3,Volkswagen,Automatic,Gray,24.39839219
5000,Petrol,1,Toyota,Manual,Silver,28.54939827
800,Petrol,1,Nissan,Automatic,Black,7.135826888
2500,Electric,1,Hyundai,Manual,Red,20.33006958
800,Diesel,5,Chevrolet,Automatic,Blue,15.235376
1500,Electric,1,Volkswagen,Manual,White,3.409993572
800,Diesel,1,Chevrolet,Automatic,White,20.09355337
4000,Diesel,1,Chevrolet,Manual,Gray,24.3691178
1200,Petrol,1,Tesla,Manual,Red,21.20127462
2000,Petrol,4,Hyundai,Manual,Black,31.56639106
1000,Diesel,1,Ford,Automatic,White,19.93258858
1800,Electric,2,Honda,Manual,Blue,14.20470464
1000,Petrol,1,Hyundai,Automatic,Blue,26.31560168
3000,Diesel,3,Chevrolet,Automatic,Gray,19.04260708
2000,Diesel,2,Toyota,Manual,Black,17.91036211
1800,Petrol,4,Volkswagen,Manual,Black,17.56351915
1200,Diesel,3,Kia,Automatic,Gray,13.14249751
800,Petrol,5,Ford,Manual,White,20.2307415
1000,Diesel,2,Ford,Manual,Red,19.44263253
1000,Diesel,5,Volkswagen,Manual,Blue,20.29907639
1000,Diesel,3,Ford,Automatic,Gray,14.36328611
2500,Electric,3,Volkswagen,Automatic,Blue,17.13667423
1800,Petrol,5,Honda,Manual,Red,16.93152708
1500,Electric,1,BMW,Manual,Silver,23.62920443
1200,Petrol,3,BMW,Automatic,Red,16.15110784
1500,Electric,3,Hyundai,Manual,Gray,13.15951305
5000,Diesel,1,Tesla,Automatic,Red,22.41957932
2000,Diesel,2,BMW,Manual,Gray,11.78545476
5000,Petrol,5,Toyota,Automatic,Silver,19.30782469
3000,Diesel,4,Chevrolet,Automatic,Black,22.34178167
2500,Petrol,1,Volkswagen,Manual,Gray,24.90117238
1000,Diesel,2,Tesla,Automatic,Silver,16.71314948
4000,Petrol,2,Volkswagen,Manual,Gray,22.42834002
5000,Electric,3,Tesla,Automatic,Silver,15.96659713
1000,Petrol,4,Ford,Automatic,Red,14.55088756
5000,Electric,1,Ford,Automatic,Gray,15.5776706
800,Electric,4,BMW,Manual,Silver,18.92243269
1200,Diesel,5,Nissan,Automatic,Silver,19.33138997
1000,Petrol,2,Nissan,Automatic,Red,19.56186963
5000,Petrol,5,Honda,Manual,Black,15.03143122
2000,Petrol,4,Ford,Manual,Black,14.06175645
1500,Electric,5,Kia,Manual,Gray,19.7329198
1000,Electric,5,Ford,Manual,White,21.49759408
5000,Electric,5,Toyota,Manual,Black,22.05182027
1200,Diesel,2,Chevrolet,Manual,Blue,14.57870415
1200,Electric,5,Chevrolet,Manual,Gray,18.98478884
3000,Petrol,1,BMW,Manual,Black,18.38831922
4000,Electric,1,Ford,Automatic,White,21.61477937
2500,Electric,5,Ford,Automatic,Blue,31.52399507
4000,Petrol,4,Volkswagen,Automatic,Blue,14.74504426
1000,Electric,4,Volkswagen,Automatic,White,22.84803493
5000,Electric,3,Kia,Automatic,Blue,19.69705407
1800,Petrol,2,Volkswagen,Automatic,Gray,20.97977617
2500,Diesel,3,Kia,Manual,Blue,26.42678527
1200,Electric,1,Kia,Manual,White,18.90459453
1800,Petrol,3,Honda,Manual,Black,20.2143556
4000,Diesel,5,Tesla,Manual,Black,11.65659025
1500,Electric,4,Tesla,Manual,Red,17.25584406
1000,Diesel,2,Kia,Manual,White,17.73509898
1000,Petrol,3,Toyota,Manual,Silver,22.30253725
2500,Diesel,2,Nissan,Manual,Silver,21.10404894
1800,Petrol,2,Chevrolet,Automatic,White,17.00539996
1000,Diesel,5,Kia,Manual,Black,20.55385057
5000,Petrol,2,Volkswagen,Manual,Blue,27.69444474
1200,Petrol,3,Tesla,Manual,Black,12.92773549
3000,Electric,5,BMW,Automatic,Black,18.38006222
2000,Electric,2,BMW,Manual,Red,11.59174078
1500,Petrol,2,Nissan,Manual,Black,23.57020367
2500,Electric,5,Tesla,Manual,White,11.70583789
800,Diesel,4,Nissan,Automatic,White,27.67584585
3000,Electric,4,Toyota,Manual,Blue,20.55954506
800,Electric,4,Ford,Manual,Gray,21.09287118
5000,Electric,4,Honda,Automatic,White,22.40860397
1500,Petrol,5,Toyota,Automatic,Black,18.10550272
1800,Electric,5,Honda,Manual,Blue,19.74115518
3000,Petrol,2,Ford,Automatic,Black,21.27580109
1200,Electric,5,Hyundai,Manual,Silver,20.20449096
800,Electric,2,Honda,Manual,Red,19.61053769
1000,Electric,5,BMW,Manual,Red,20.30109863
5000,Electric,1,Hyundai,Automatic,Silver,24.0350737
2000,Diesel,4,BMW,Automatic,Black,17.55503078
800,Diesel,3,Kia,Automatic,White,8.650099735
1800,Diesel,4,BMW,Manual,Gray,17.13309706
4000,Petrol,3,BMW,Manual,Gray,9.412155362
2000,Electric,1,Ford,Manual,Gray,16.68567999
1200,Electric,5,BMW,Automatic,Blue,16.20731939
2500,Diesel,3,Tesla,Manual,Black,18.35981649
5000,Petrol,4,Toyota,Manual,Silver,15.72889628
5000,Diesel,5,Volkswagen,Automatic,Red,17.79631266
3000,Diesel,2,Chevrolet,Automatic,Black,24.47889168
2000,Electric,5,Volkswagen,Manual,Blue,25.56287324
1200,Petrol,4,Chevrolet,Manual,Gray,20.5932522
2500,Diesel,3,Toyota,Manual,Black,14.25628884
3000,Diesel,3,Tesla,Automatic,Blue,22.06589313
2500,Petrol,1,Honda,Manual,Red,12.1891742
3000,Petrol,5,Honda,Manual,Blue,13.59795782
4000,Electric,1,Honda,Automatic,Black,13.70419679
1200,Electric,3,Hyundai,Automatic,Blue,19.57094155
1200,Electric,4,Kia,Automatic,White,13.13548427
800,Petrol,4,Chevrolet,Automatic,Black,13.4554206
1800,Petrol,5,Hyundai,Automatic,Silver,22.75766025
4000,Petrol,4,BMW,Manual,Blue,16.64115386
1200,Electric,4,Ford,Manual,Blue,19.59073137
1000,Electric,1,Volkswagen,Automatic,Blue,12.95889287
2500,Petrol,5,Toyota,Automatic,Black,14.51809522
1500,Diesel,5,Tesla,Automatic,Black,15.11529464
2500,Electric,4,Honda,Manual,Silver,18.49985044
1000,Petrol,5,Tesla,Automatic,Silver,18.03800835
3000,Electric,1,Volkswagen,Automatic,Blue,17.81112218
2500,Electric,4,Toyota,Automatic,Blue,24.61334114
2500,Diesel,1,Hyundai,Manual,Silver,19.09662464
2000,Diesel,1,Kia,Manual,Gray,18.07198091
4000,Diesel,3,BMW,Automatic,Red,20.51984555
1800,Electric,4,Nissan,Manual,Silver,15.5758382
2500,Diesel,3,Toyota,Manual,Blue,8.501598247
2000,Petrol,2,Volkswagen,Automatic,Red,25.37585359
1800,Petrol,4,Kia,Manual,Black,21.14562546
3000,Diesel,4,Volkswagen,Manual,White,14.57160457
5000,Electric,3,Toyota,Manual,White,9.493833045
1000,Petrol,3,Hyundai,Automatic,Blue,16.61548219
1200,Electric,3,Toyota,Manual,Silver,13.92624213
1200,Electric,5,Nissan,Automatic,Red,18.55452555
1000,Petrol,4,Toyota,Automatic,Gray,15.03513673
1200,Diesel,4,Ford,Automatic,Black,30.74143954
800,Diesel,2,Nissan,Automatic,Blue,24.74501571
2500,Electric,2,Chevrolet,Automatic,Blue,24.43794636
3000,Electric,1,Nissan,Manual,Black,16.15876119
2000,Diesel,2,BMW,Manual,Black,23.07452449
1800,Electric,5,Ford,Manual,Silver,12.19662564
2000,Electric,5,BMW,Manual,Blue,16.61192635
1800,Electric,4,Ford,Manual,Red,18.04033812
1800,Petrol,3,Tesla,Manual,Blue,18.90921081
1200,Petrol,2,Hyundai,Automatic,Blue,25.733879
1500,Electric,2,Chevrolet,Manual,Silver,17.93746578
4000,Petrol,5,Chevrolet,Automatic,Black,18.55155102
5000,Electric,1,Toyota,Automatic,Black,21.21088653
3000,Petrol,2,Volkswagen,Manual,Red,16.85038084
2500,Diesel,4,Chevrolet,Manual,White,14.99463546
2000,Petrol,3,Ford,Manual,White,8.243964904
3000,Diesel,1,Tesla,Manual,Silver,16.51738536
800,Electric,3,Ford,Automatic,Red,16.27452572
2000,Petrol,4,BMW,Manual,Gray,12.51530531
2500,Diesel,2,Honda,Automatic,White,13.9887559
1800,Diesel,5,Toyota,Automatic,Gray,10.51252555
1800,Diesel,1,Chevrolet,Automatic,White,23.39843627
800,Diesel,4,Tesla,Manual,Red,26.07926234
800,Petrol,2,Tesla,Manual,Black,23.76804695
800,Petrol,5,Ford,Manual,Silver,21.1408441
5000,Petrol,5,Tesla,Automatic,White,25.13871514
2000,Diesel,5,Toyota,Manual,Black,16.22207816
5000,Electric,2,Ford,Automatic,Red,18.25672455
4000,Electric,4,Tesla,Manual,Blue,20.64306711
1500,Diesel,2,Ford,Manual,Red,12.92305987
1000,Diesel,5,Kia,Automatic,Silver,16.45765896
1000,Diesel,1,Tesla,Automatic,Gray,15.72933736
1200,Diesel,2,Chevrolet,Automatic,Blue,16.48726371
3000,Diesel,3,Chevrolet,Manual,Red,17.04037277
2500,Petrol,2,Hyundai,Manual,Black,7.762341365
2500,Diesel,1,BMW,Manual,Red,20.4097259
1000,Petrol,2,Nissan,Manual,Red,16.34033146
4000,Diesel,3,Honda,Automatic,White,22.04178041
4000,Petrol,2,Volkswagen,Automatic,Black,16.49911251
800,Diesel,2,Ford,Automatic,Silver,18.68365003
4000,Diesel,4,Chevrolet,Automatic,Silver,14.69342271
2000,Petrol,3,Tesla,Automatic,Silver,16.46880718
800,Petrol,5,BMW,Automatic,Red,20.04482529
2000,Electric,4,Nissan,Manual,Red,15.62385553
2000,Diesel,4,Nissan,Automatic,Blue,19.95863397
1200,Petrol,4,Tesla,Manual,Black,18.03892367
1200,Diesel,2,Hyundai,Manual,White,12.619936
4000,Diesel,1,Chevrolet,Automatic,Silver,19.16384616
800,Diesel,4,Honda,Automatic,Red,11.45797368
5000,Diesel,2,BMW,Manual,Red,19.05862078
1200,Diesel,4,Kia,Manual,Gray,25.60211416
2000,Petrol,2,Honda,Automatic,Silver,24.1110574
2000,Petrol,5,Ford,Automatic,Blue,23.25396386
1500,Diesel,2,Toyota,Automatic,Blue,14.72111139
1800,Electric,2,Nissan,Manual,Gray,21.70750359
800,Diesel,4,Volkswagen,Automatic,Blue,18.8614225
3000,Diesel,1,Chevrolet,Manual,Gray,18.25750271
5000,Petrol,3,Nissan,Manual,Silver,7.277993479
1800,Electric,1,Toyota,Manual,Red,19.59199779
2500,Diesel,5,BMW,Automatic,Red,12.4150859
1800,Petrol,3,BMW,Manual,Black,21.10596546
2500,Diesel,1,Ford,Manual,Silver,17.51054531
2500,Electric,1,Kia,Manual,Silver,23.22809997
800,Petrol,4,Tesla,Manual,Blue,23.95434529
2000,Electric,2,BMW,Automatic,White,24.04153653
800,Diesel,4,Chevrolet,Automatic,Blue,18.18359041
1000,Diesel,5,Chevrolet,Automatic,Silver,22.99890044
1200,Diesel,3,Kia,Automatic,Black,25.28287415
1200,Petrol,5,Toyota,Automatic,Silver,22.56558133
2500,Electric,2,Volkswagen,Manual,White,18.93944173
1200,Diesel,4,Honda,Manual,White,16.76789872
4000,Petrol,1,Kia,Manual,Gray,23.25215967
2000,Petrol,4,Nissan,Automatic,Blue,19.95756241
1200,Electric,3,Hyundai,Manual,Black,4.60078866
4000,Electric,5,BMW,Automatic,Black,14.13792998
1800,Diesel,5,Ford,Automatic,Blue,10.23470564
4000,Electric,1,Chevrolet,Manual,Red,14.46007049
5000,Electric,3,Volkswagen,Manual,Silver,22.19252443
1800,Electric,4,Toyota,Automatic,White,18.20551922
5000,Electric,3,Toyota,Automatic,Gray,17.1457522
1200,Diesel,1,Nissan,Automatic,White,17.08154819
1500,Diesel,4,Kia,Manual,Blue,14.80747454
2500,Diesel,4,Hyundai,Manual,White,18.56876265
5000,Petrol,3,Toyota,Manual,Gray,20.60813396
1800,Electric,3,Ford,Automatic,Gray,26.42517087
2500,Electric,5,Nissan,Automatic,Silver,29.30741109
1500,Electric,3,Tesla,Manual,Silver,14.89612331
3000,Diesel,5,Nissan,Automatic,Black,15.66469721
1800,Petrol,1,BMW,Automatic,Red,21.00724298
1000,Electric,5,BMW,Manual,Silver,29.14860049
4000,Electric,5,Kia,Automatic,Silver,20.43258412
1800,Petrol,3,Honda,Automatic,White,23.62626914
4000,Electric,1,Volkswagen,Manual,White,19.63566218
5000,Electric,2,Volkswagen,Manual,Red,15.03459754
2000,Electric,2,Kia,Manual,Gray,20.55580521
1200,Diesel,1,Volkswagen,Automatic,Black,15.37738459
2000,Petrol,2,Honda,Manual,Red,12.25676694
5000,Diesel,5,Honda,Automatic,Blue,21.11999929
1800,Petrol,5,Kia,Automatic,Red,10.50936888
1800,Diesel,1,BMW,Automatic,White,18.99516615
2500,Petrol,2,Chevrolet,Automatic,White,20.00855395
4000,Diesel,1,Tesla,Manual,Gray,15.44854616
3000,Electric,4,Hyundai,Manual,Silver,23.51062947
4000,Petrol,2,Ford,Automatic,Red,19.93382559
1500,Electric,2,Kia,Manual,Red,15.64715888
3000,Petrol,1,Ford,Manual,Silver,29.24344313
2500,Diesel,3,Nissan,Automatic,Gray,16.77472068
5000,Electric,4,Hyundai,Automatic,Silver,22.79736675
1200,Petrol,4,Toyota,Manual,Silver,22.03592131
1800,Electric,5,BMW,Automatic,Black,20.9592936
800,Diesel,1,BMW,Automatic,Silver,18.08593772
1500,Electric,3,Toyota,Automatic,Gray,14.40404387
1500,Diesel,4,Ford,Automatic,White,18.59574424
1200,Petrol,3,Chevrolet,Manual,Gray,21.78940587
1800,Diesel,2,Nissan,Manual,Silver,27.16011281
1800,Diesel,3,Nissan,Manual,White,9.298538969
1500,Diesel,1,Tesla,Automatic,Silver,22.4274167
5000,Petrol,1,Hyundai,Manual,Red,16.03659019
3000,Electric,2,Hyundai,Automatic,Red,19.36342716
4000,Diesel,4,Ford,Manual,Red,15.61208686
1000,Electric,3,Toyota,Manual,Red,19.15915781
1200,Electric,3,Honda,Automatic,Blue,18.13958761
5000,Diesel,1,Kia,Automatic,Blue,21.0968035
3000,Diesel,4,Honda,Automatic,White,15.69083992
1000,Diesel,5,Chevrolet,Manual,White,15.11831989
5000,Diesel,1,Hyundai,Automatic,Red,20.1939115
1800,Diesel,1,Volkswagen,Automatic,Black,22.07568164
2500,Electric,4,Chevrolet,Automatic,Red,20.03925347
5000,Petrol,2,Toyota,Automatic,White,17.26357716
1000,Petrol,4,Chevrolet,Manual,Silver,11.69479507
2000,Diesel,4,Toyota,Automatic,White,15.59025549
2000,Electric,3,Kia,Automatic,Red,19.72703934
1800,Electric,5,Hyundai,Automatic,Gray,27.24962555
1800,Diesel,1,Tesla,Manual,Black,23.73756405
1500,Petrol,1,Chevrolet,Automatic,Red,12.19621946
800,Electric,1,Hyundai,Automatic,Black,24.86113569
1200,Diesel,3,Ford,Automatic,Black,18.7923191
2000,Petrol,3,Toyota,Automatic,Red,25.92090288
2000,Petrol,3,Volkswagen,Manual,Silver,20.10454011
1500,Electric,2,Volkswagen,Automatic,Gray,25.35589889
3000,Diesel,2,Honda,Automatic,White,10.90305615
1800,Diesel,2,Chevrolet,Manual,Black,14.33788235
2000,Petrol,2,Hyundai,Automatic,Silver,14.11714102
1000,Electric,3,BMW,Manual,Blue,6.577828889
1000,Petrol,2,Volkswagen,Manual,Silver,17.77857283
5000,Diesel,4,Nissan,Manual,Black,16.45932558
5000,Electric,4,Nissan,Manual,White,16.8373673
2500,Electric,5,Ford,Automatic,Silver,24.3764775
800,Diesel,2,Chevrolet,Manual,Black,20.69729207
1200,Electric,3,Honda,Manual,White,13.96903224
800,Petrol,4,Ford,Manual,Silver,18.30245889
5000,Diesel,2,Chevrolet,Automatic,Silver,27.43183552
1000,Electric,3,Honda,Automatic,Gray,17.76379986
3000,Petrol,1,Ford,Automatic,Gray,18.50634911
3000,Diesel,5,Tesla,Manual,Blue,17.637237
1000,Petrol,1,Kia,Manual,Silver,20.31649148
1000,Diesel,3,Chevrolet,Manual,Red,24.67519535
1000,Electric,1,BMW,Manual,Silver,11.03731565
4000,Electric,4,Nissan,Manual,Silver,33.43320715
3000,Petrol,5,Toyota,Manual,Silver,20.76185962
2500,Petrol,3,BMW,Manual,Blue,16.00961512
800,Diesel,4,BMW,Automatic,Black,22.94311243
2500,Diesel,5,BMW,Manual,Gray,8.949609983
2500,Diesel,3,BMW,Automatic,Black,24.8499949
2500,Electric,3,Toyota,Manual,Silver,13.35561366
3000,Electric,1,Volkswagen,Automatic,Black,17.5227885
2500,Petrol,5,Volkswagen,Manual,White,11.13536936
1500,Electric,1,Tesla,Automatic,Black,18.92632311
1000,Electric,2,Nissan,Manual,Gray,17.23323786
1200,Diesel,1,Ford,Manual,White,21.64494074
2500,Electric,1,Kia,Manual,Silver,12.4149782
3000,Diesel,1,Chevrolet,Automatic,Gray,22.15142609
1000,Electric,5,BMW,Automatic,White,13.61817516
1800,Petrol,1,Tesla,Manual,Silver,15.24201178
5000,Electric,2,Hyundai,Automatic,Blue,17.49770512
3000,Diesel,1,Nissan,Automatic,Blue,14.82760345
4000,Diesel,2,Hyundai,Automatic,Black,24.83493861
3000,Petrol,2,Chevrolet,Automatic,Blue,24.34325771
1800,Petrol,5,Nissan,Automatic,Silver,16.76548802
1000,Petrol,3,Hyundai,Manual,Silver,12.38401979
1800,Diesel,1,Honda,Automatic,Red,24.61880928
2500,Petrol,1,Kia,Automatic,Black,17.12267008
1800,Diesel,1,Tesla,Manual,White,19.03874196
4000,Petrol,3,Nissan,Automatic,Silver,9.918526603
5000,Electric,2,Hyundai,Manual,White,17.9548871
5000,Electric,1,Tesla,Manual,Black,23.80468302
800,Diesel,4,Nissan,Automatic,Red,14.22321162
2500,Electric,2,Chevrolet,Manual,Black,14.08197011
1800,Diesel,1,Honda,Manual,Gray,12.9859071
1500,Petrol,3,BMW,Automatic,Black,20.95479053
2000,Petrol,5,Hyundai,Automatic,Black,16.04747808
1000,Diesel,3,Toyota,Automatic,Black,14.56972125
5000,Diesel,5,Honda,Automatic,Blue,22.09580641
1800,Diesel,2,Hyundai,Automatic,Red,23.43504046
1800,Electric,2,BMW,Manual,Blue,15.85252548
1500,Electric,5,Hyundai,Automatic,Black,14.36812707
1200,Diesel,5,Honda,Manual,Black,16.71644792
